Airline,Source,Destination,Total_Stops,Price,Month,Year,Dep_hours,Dep_min,Arrival_hours,Arrival_min,Duration_hours,Duration_min
Jet Airways,Delhi,Cochin,1,14189,3,2019,20,50,4,25,7,35
SpiceJet,Kolkata,Banglore,0,3841,5,2019,17,10,19,40,2,30
Jet Airways,Kolkata,Banglore,1,8586,5,2019,14,5,4,40,14,35
Multiple carriers,Delhi,Cochin,1,7155,6,2019,10,35,19,15,8,40
Jet Airways,Kolkata,Banglore,1,9899,6,2019,8,25,18,15,9,50
Jet Airways,Kolkata,Banglore,1,14571,6,2019,8,25,19,50,11,25
IndiGo,Banglore,Delhi,0,4823,5,2019,18,55,21,50,2,55
Jet Airways,Banglore,Delhi,0,4544,5,2019,8,20,11,20,3,0
Air India,Banglore,New Delhi,1,14752,3,2019,0,30,20,30,20,0
Air India,Kolkata,Banglore,2,11542,5,2019,9,25,13,45,28,20
Jet Airways,Delhi,Cochin,0,7202,5,2019,9,50,13,5,3,15
Multiple carriers,Delhi,Cochin,1,11098,6,2019,10,35,19,0,8,25
Air India,Mumbai,Hyderabad,0,2575,3,2019,19,30,20,45,1,15
Multiple carriers,Delhi,Cochin,1,6673,3,2019,13,0,1,35,12,35
IndiGo,Banglore,New Delhi,0,14306,3,2019,18,55,21,45,2,50
Jet Airways,Delhi,Cochin,1,15554,5,2019,21,50,4,25,6,35
Jet Airways,Kolkata,Banglore,1,9314,5,2019,9,35,14,25,28,50
Jet Airways,Mumbai,Hyderabad,0,4995,3,2019,6,30,8,0,1,30
Jet Airways,Banglore,New Delhi,1,7832,3,2019,11,40,7,40,20,0
Jet Airways,Kolkata,Banglore,1,8586,5,2019,8,25,8,15,23,50
Air India,Delhi,Cochin,0,6094,4,2019,5,10,8,0,2,50
Jet Airways,Delhi,Cochin,2,13292,6,2019,5,30,19,0,13,30
Jet Airways,Delhi,Cochin,2,10368,6,2019,5,30,4,25,22,55
Multiple carriers,Delhi,Cochin,1,9718,5,2019,10,0,21,0,11,0
Jet Airways,Banglore,New Delhi,1,7412,3,2019,8,55,7,40,22,45
Air India,Delhi,Cochin,2,10441,6,2019,22,0,19,15,21,15
IndiGo,Delhi,Cochin,1,14871,3,2019,10,45,1,35,14,50
Jet Airways,Delhi,Cochin,1,15554,5,2019,8,0,19,0,11,0
Jet Airways,Banglore,New Delhi,1,36235,3,2019,14,5,19,10,5,5
IndiGo,Mumbai,Hyderabad,0,3175,3,2019,16,55,18,25,1,30
SpiceJet,Chennai,Kolkata,0,3597,5,2019,17,45,20,5,2,20
SpiceJet,Mumbai,Hyderabad,0,1965,6,2019,13,15,14,45,1,30
Multiple carriers,Delhi,Cochin,1,12717,6,2019,10,0,19,0,9,0
IndiGo,Delhi,Cochin,0,6015,6,2019,14,25,17,40,3,15
Air Asia,Banglore,New Delhi,0,5615,3,2019,23,25,2,10,2,45
Multiple carriers,Delhi,Cochin,1,7845,3,2019,19,0,1,35,6,35
Jet Airways,Kolkata,Banglore,1,10844,6,2019,21,10,22,35,25,25
Jet Airways,Banglore,New Delhi,1,27210,3,2019,21,25,5,5,7,40
IndiGo,Kolkata,Banglore,0,4174,4,2019,14,25,16,55,2,30
Multiple carriers,Delhi,Cochin,1,6883,3,2019,8,0,21,0,13,0
Multiple carriers,Delhi,Cochin,1,6883,3,2019,9,0,21,0,12,0
Jet Airways,Kolkata,Banglore,1,8355,5,2019,10,20,17,35,7,15
SpiceJet,Banglore,New Delhi,0,5469,3,2019,20,30,23,20,2,50
Jet Airways,Banglore,Delhi,0,6478,6,2019,6,0,8,45,2,45
Vistara,Banglore,New Delhi,0,11913,3,2019,19,40,22,20,2,40
IndiGo,Delhi,Cochin,1,7006,5,2019,18,35,1,30,6,55
Jet Airways,Kolkata,Banglore,1,12681,4,2019,16,30,22,35,6,5
Jet Airways,Delhi,Cochin,2,15129,5,2019,23,5,19,0,19,55
Multiple carriers,Delhi,Cochin,1,13587,6,2019,14,0,21,0,7,0
Jet Airways,Delhi,Cochin,1,14714,6,2019,19,15,19,0,23,45
IndiGo,Banglore,New Delhi,1,6220,3,2019,7,30,12,20,4,50
Jet Airways,Delhi,Cochin,1,10262,6,2019,7,5,12,35,5,30
Air India,Kolkata,Banglore,1,8576,5,2019,9,25,18,30,9,5
Jet Airways,Kolkata,Banglore,1,10031,3,2019,19,45,20,40,24,55
Jet Airways,Delhi,Cochin,2,12819,6,2019,19,10,19,0,23,50
GoAir,Delhi,Cochin,1,5052,4,2019,7,25,13,35,6,10
Jet Airways,Banglore,New Delhi,1,22270,3,2019,8,0,8,15,24,15
Vistara,Banglore,Delhi,0,5613,4,2019,7,0,9,40,2,40
SpiceJet,Kolkata,Banglore,0,3873,4,2019,9,0,11,25,2,25
IndiGo,Delhi,Cochin,0,6015,5,2019,5,35,8,50,3,15
Jet Airways,Kolkata,Banglore,1,10844,6,2019,6,30,12,0,5,30
SpiceJet,Mumbai,Hyderabad,0,2227,5,2019,13,15,14,45,1,30
Jet Airways,Banglore,Delhi,0,7229,4,2019,19,50,22,50,3,0
Jet Airways,Delhi,Cochin,2,10368,6,2019,5,30,19,0,13,30
Jet Airways,Delhi,Cochin,1,12898,5,2019,17,30,4,25,10,55
Multiple carriers,Delhi,Cochin,1,12192,6,2019,7,0,19,0,12,0
Jet Airways,Kolkata,Banglore,1,12121,5,2019,9,35,23,35,14,0
Air India,Delhi,Cochin,2,16163,5,2019,6,50,7,40,24,50
Jet Airways,Banglore,New Delhi,1,12284,3,2019,5,45,18,25,12,40
IndiGo,Banglore,Delhi,0,5780,6,2019,19,30,22,15,2,45
Jet Airways,Mumbai,Hyderabad,0,4995,5,2019,10,20,11,50,1,30
IndiGo,Delhi,Cochin,1,6496,6,2019,5,10,10,5,4,55
Air India,Delhi,Cochin,2,12488,6,2019,12,20,19,15,30,55
IndiGo,Banglore,Delhi,0,4823,5,2019,7,10,10,5,2,55
SpiceJet,Mumbai,Hyderabad,0,2647,6,2019,5,45,7,15,1,30
IndiGo,Banglore,New Delhi,0,12649,3,2019,13,0,15,50,2,50
Multiple carriers,Delhi,Cochin,1,8266,6,2019,11,40,19,15,7,35
Vistara,Delhi,Cochin,0,6216,5,2019,6,0,9,10,3,10
IndiGo,Banglore,Delhi,0,4423,4,2019,1,30,4,15,2,45
Jet Airways,Banglore,New Delhi,1,17996,3,2019,8,0,8,15,24,15
SpiceJet,Delhi,Cochin,1,5726,4,2019,8,45,13,15,4,30
Multiple carriers,Delhi,Cochin,1,15147,3,2019,6,0,15,30,9,30
Jet Airways,Delhi,Cochin,1,15554,5,2019,20,55,19,0,22,5
Jet Airways,Delhi,Cochin,2,12819,6,2019,23,5,4,25,29,20
Multiple carriers,Delhi,Cochin,1,7198,6,2019,18,0,1,30,7,30
IndiGo,Delhi,Cochin,1,5073,4,2019,16,0,21,0,5,0
IndiGo,Banglore,Delhi,0,3943,6,2019,21,15,0,15,3,0
Jet Airways,Mumbai,Hyderabad,0,3205,3,2019,7,10,8,35,1,25
SpiceJet,Banglore,Delhi,0,3257,5,2019,5,55,8,35,2,40
IndiGo,Kolkata,Banglore,0,4804,6,2019,22,15,0,50,2,35
IndiGo,Banglore,New Delhi,1,10231,3,2019,16,50,21,35,4,45
Jet Airways,Delhi,Cochin,1,12898,5,2019,20,55,4,25,7,30
IndiGo,Mumbai,Hyderabad,0,2227,3,2019,21,20,22,45,1,25
Air India,Kolkata,Banglore,2,9258,4,2019,12,0,11,10,23,10
Jet Airways,Kolkata,Banglore,1,9663,5,2019,16,30,9,20,16,50
Jet Airways,Mumbai,Hyderabad,0,8040,5,2019,7,5,8,30,1,25
GoAir,Banglore,Delhi,0,3419,6,2019,20,55,23,40,2,45
Jet Airways,Banglore,Delhi,0,8016,6,2019,7,10,10,10,3,0
Jet Airways,Banglore,Delhi,0,7229,4,2019,17,45,20,45,3,0
GoAir,Delhi,Cochin,1,4959,6,2019,10,35,19,35,9,0
Air India,Kolkata,Banglore,2,10151,6,2019,12,0,11,10,23,10
Air India,Delhi,Cochin,3,10703,5,2019,5,15,19,15,38,0
Jet Airways,Kolkata,Banglore,1,10844,6,2019,8,25,18,15,9,50
IndiGo,Delhi,Cochin,1,7205,3,2019,16,10,22,20,6,10
Jet Airways,Banglore,New Delhi,1,12284,3,2019,8,55,18,25,9,30
Jet Airways,Kolkata,Banglore,1,13994,6,2019,9,35,22,5,12,30
IndiGo,Delhi,Cochin,0,6015,4,2019,14,25,17,40,3,15
IndiGo,Kolkata,Banglore,1,4226,4,2019,6,15,10,30,4,15
Jet Airways,Delhi,Cochin,2,9483,3,2019,19,10,18,50,23,40
Jet Airways,Banglore,Delhi,0,5198,5,2019,7,10,10,10,3,0
Jet Airways,Delhi,Cochin,2,10368,6,2019,5,30,19,0,13,30
Vistara,Chennai,Kolkata,0,11982,6,2019,17,45,20,5,2,20
Air India,Banglore,New Delhi,1,8032,3,2019,11,50,13,0,25,10
Air India,Kolkata,Banglore,0,5510,5,2019,14,15,16,45,2,30
IndiGo,Delhi,Cochin,1,8177,5,2019,23,30,4,35,5,5
Air Asia,Delhi,Cochin,1,11410,6,2019,16,45,22,25,5,40
GoAir,Delhi,Cochin,1,9385,3,2019,7,0,12,50,5,50
Jet Airways,Delhi,Cochin,1,10262,6,2019,10,0,19,0,9,0
SpiceJet,Kolkata,Banglore,0,3873,6,2019,9,0,11,25,2,25
Multiple carriers,Delhi,Cochin,1,11999,3,2019,11,40,18,50,7,10
Jet Airways,Delhi,Cochin,2,14300,6,2019,18,20,12,35,18,15
SpiceJet,Mumbai,Hyderabad,0,2175,5,2019,13,15,14,45,1,30
Air India,Delhi,Cochin,2,14431,5,2019,6,50,7,40,24,50
Jet Airways,Banglore,Delhi,0,7229,5,2019,6,0,8,45,2,45
IndiGo,Kolkata,Banglore,1,3809,5,2019,19,20,23,45,4,25
Multiple carriers,Delhi,Cochin,1,7354,6,2019,7,30,19,15,11,45
Multiple carriers,Delhi,Cochin,1,12537,3,2019,8,0,15,30,7,30
Air India,Delhi,Cochin,1,9719,5,2019,13,0,19,15,6,15
Jet Airways,Mumbai,Hyderabad,0,8040,5,2019,10,20,11,50,1,30
Jet Airways,Mumbai,Hyderabad,0,4995,5,2019,7,5,8,30,1,25
IndiGo,Banglore,Delhi,0,4591,4,2019,23,30,2,20,2,50
Air India,Kolkata,Banglore,1,7662,6,2019,16,45,21,5,28,20
IndiGo,Chennai,Kolkata,0,3850,6,2019,7,55,10,15,2,20
IndiGo,Delhi,Cochin,1,6442,6,2019,8,35,22,30,13,55
IndiGo,Delhi,Cochin,1,11378,6,2019,23,30,4,35,5,5
Multiple carriers,Delhi,Cochin,1,13377,6,2019,15,0,1,30,10,30
Jet Airways,Kolkata,Banglore,1,10844,5,2019,8,25,20,45,12,20
Jet Airways,Mumbai,Hyderabad,0,4995,5,2019,7,5,8,30,1,25
Air India,Delhi,Cochin,2,6057,3,2019,17,15,9,25,16,10
Air India,Banglore,Delhi,0,5176,4,2019,10,0,12,45,2,45
Jet Airways,Delhi,Cochin,2,13014,6,2019,9,40,4,25,18,45
IndiGo,Banglore,New Delhi,1,7917,3,2019,16,15,20,35,4,20
SpiceJet,Delhi,Cochin,1,5583,6,2019,6,5,11,20,5,15
Jet Airways,Banglore,Delhi,0,7229,4,2019,6,0,8,45,2,45
IndiGo,Delhi,Cochin,1,7191,5,2019,16,0,1,30,9,30
Jet Airways,Mumbai,Hyderabad,0,3210,6,2019,19,35,21,5,1,30
IndiGo,Delhi,Cochin,1,14871,3,2019,15,0,1,35,10,35
Multiple carriers,Delhi,Cochin,1,8099,5,2019,8,30,19,15,10,45
Air India,Kolkata,Banglore,1,8366,5,2019,9,25,18,30,9,5
IndiGo,Chennai,Kolkata,0,6297,3,2019,22,5,0,25,2,20
Multiple carriers,Delhi,Cochin,1,18286,3,2019,13,0,21,0,8,0
Jet Airways,Delhi,Cochin,1,17024,3,2019,23,5,19,45,20,40
Jet Airways,Banglore,Delhi,0,6144,4,2019,7,10,10,10,3,0
Multiple carriers,Delhi,Cochin,1,13941,3,2019,6,0,19,45,13,45
Jet Airways,Banglore,Delhi,0,3702,5,2019,18,55,22,0,3,5
SpiceJet,Delhi,Cochin,1,5583,5,2019,6,5,11,20,5,15
Air India,Mumbai,Hyderabad,1,10208,3,2019,19,40,9,10,13,30
Jet Airways,Kolkata,Banglore,1,12384,5,2019,9,35,18,0,8,25
Air India,Kolkata,Banglore,2,17049,5,2019,10,0,5,25,19,25
IndiGo,Delhi,Cochin,1,7006,5,2019,7,30,21,0,13,30
Air India,Kolkata,Banglore,2,12723,6,2019,5,50,20,25,14,35
Jet Airways,Delhi,Cochin,1,10577,6,2019,8,0,4,25,20,25
Jet Airways,Banglore,New Delhi,1,16736,3,2019,7,0,19,10,12,10
Jet Airways,Delhi,Cochin,1,10262,6,2019,13,0,4,25,15,25
Multiple carriers,Delhi,Cochin,1,7155,6,2019,11,25,19,15,7,50
Multiple carriers,Delhi,Cochin,1,15147,3,2019,10,20,1,35,15,15
IndiGo,Banglore,Delhi,0,4823,6,2019,7,10,10,5,2,55
Air India,Banglore,New Delhi,1,8714,3,2019,9,30,16,20,6,50
Jet Airways,Kolkata,Banglore,1,10953,5,2019,9,35,9,45,24,10
Air India,Kolkata,Banglore,1,10203,6,2019,20,30,20,25,23,55
Jet Airways,Delhi,Cochin,1,12373,5,2019,13,0,12,35,23,35
Jet Airways,Kolkata,Banglore,1,14151,5,2019,9,35,23,35,14,0
Jet Airways,Kolkata,Banglore,1,12121,5,2019,9,35,14,25,28,50
Vistara,Delhi,Cochin,0,5586,4,2019,6,0,9,10,3,10
Jet Airways,Kolkata,Banglore,1,10844,5,2019,8,25,12,0,27,35
Jet Airways,Kolkata,Banglore,1,8586,5,2019,21,10,4,40,7,30
SpiceJet,Delhi,Cochin,1,5409,6,2019,17,55,22,50,4,55
Multiple carriers,Delhi,Cochin,2,7178,3,2019,9,45,21,20,11,35
Multiple carriers,Delhi,Cochin,1,5797,6,2019,10,20,1,30,15,10
Jet Airways,Kolkata,Banglore,1,13759,3,2019,19,45,19,40,23,55
Air India,Kolkata,Banglore,2,13873,5,2019,7,0,1,20,18,20
Jet Airways,Delhi,Cochin,1,16079,5,2019,20,55,19,0,22,5
SpiceJet,Mumbai,Hyderabad,0,2017,6,2019,13,15,14,45,1,30
Jet Airways,Kolkata,Banglore,1,10844,5,2019,20,0,18,15,22,15
SpiceJet,Banglore,Delhi,0,3573,4,2019,21,10,0,5,2,55
Jet Airways,Kolkata,Banglore,1,8066,5,2019,9,35,9,45,24,10
Jet Airways,Delhi,Cochin,1,14053,3,2019,20,50,18,50,22,0
Jet Airways,Banglore,New Delhi,1,12284,3,2019,8,0,15,15,7,15
SpiceJet,Delhi,Cochin,1,5351,4,2019,6,5,11,20,5,15
Jet Airways,Kolkata,Banglore,1,7064,4,2019,16,30,16,20,23,50
IndiGo,Delhi,Cochin,1,10394,3,2019,2,5,7,25,5,20
Jet Airways,Kolkata,Banglore,1,9663,5,2019,18,55,9,20,14,25
Multiple carriers,Delhi,Cochin,1,13727,5,2019,17,30,1,30,8,0
Jet Airways,Delhi,Cochin,1,10262,6,2019,19,15,12,35,17,20
IndiGo,Banglore,Delhi,0,4823,4,2019,7,10,10,5,2,55
Air Asia,Banglore,New Delhi,0,7074,3,2019,5,50,8,40,2,50
Multiple carriers,Delhi,Cochin,1,17267,3,2019,7,5,21,0,13,55
Multiple carriers,Delhi,Cochin,1,14067,5,2019,15,0,1,30,10,30
IndiGo,Banglore,Delhi,0,4823,5,2019,8,30,11,20,2,50
IndiGo,Banglore,Delhi,0,4823,4,2019,20,0,22,50,2,50
Air Asia,Banglore,Delhi,0,4483,5,2019,23,55,2,45,2,50
Air India,Kolkata,Banglore,2,14960,6,2019,9,50,23,15,13,25
Air India,Banglore,Delhi,0,7171,6,2019,17,0,19,45,2,45
Air India,Kolkata,Banglore,1,12173,3,2019,20,30,8,55,12,25
Air India,Banglore,New Delhi,1,11392,3,2019,0,30,8,45,8,15
Air India,Kolkata,Banglore,2,16057,5,2019,10,0,13,45,27,45
Jet Airways,Kolkata,Banglore,1,14151,6,2019,17,0,10,55,17,55
Jet Airways,Banglore,Delhi,0,4030,5,2019,11,10,14,5,2,55
IndiGo,Kolkata,Banglore,1,4226,5,2019,19,35,23,15,3,40
Air India,Delhi,Cochin,1,11050,3,2019,4,0,19,15,15,15
Air India,Banglore,Delhi,0,6961,5,2019,10,0,12,45,2,45
Jet Airways,Kolkata,Banglore,1,14231,3,2019,21,10,9,15,12,5
Jet Airways,Delhi,Cochin,2,10919,6,2019,14,35,12,35,22,0
Air India,Delhi,Cochin,2,10913,3,2019,7,0,19,15,12,15
IndiGo,Chennai,Kolkata,0,5277,6,2019,22,5,0,25,2,20
Multiple carriers,Delhi,Cochin,1,7485,5,2019,10,20,21,0,10,40
Jet Airways,Kolkata,Banglore,1,14231,3,2019,16,55,16,20,23,25
GoAir,Delhi,Cochin,1,4201,4,2019,7,25,13,35,6,10
Air India,Delhi,Cochin,0,7931,3,2019,14,10,17,10,3,0
Multiple carriers,Delhi,Cochin,1,6513,5,2019,14,55,22,30,7,35
Jet Airways,Delhi,Cochin,1,14714,6,2019,15,0,19,0,28,0
IndiGo,Kolkata,Banglore,1,6218,5,2019,18,5,23,30,5,25
Air India,Delhi,Cochin,2,8603,6,2019,12,0,19,15,7,15
IndiGo,Delhi,Cochin,1,7318,5,2019,8,30,21,0,12,30
Multiple carriers,Delhi,Cochin,1,13504,6,2019,10,0,19,0,9,0
Multiple carriers,Delhi,Cochin,1,9646,5,2019,7,5,22,30,15,25
IndiGo,Kolkata,Banglore,0,5224,5,2019,11,30,14,5,2,35
Jet Airways,Kolkata,Banglore,1,12692,6,2019,9,35,18,0,8,25
Jet Airways,Kolkata,Banglore,1,9689,6,2019,10,20,17,35,7,15
Air India,Kolkata,Banglore,2,13033,5,2019,10,0,1,20,15,20
Jet Airways,Kolkata,Banglore,1,13626,6,2019,6,30,16,20,9,50
IndiGo,Mumbai,Hyderabad,0,2754,5,2019,19,5,20,35,1,30
Jet Airways,Kolkata,Banglore,1,12121,5,2019,17,0,9,45,16,45
IndiGo,Banglore,Delhi,0,3419,4,2019,1,30,4,15,2,45
Air India,Kolkata,Banglore,2,13033,5,2019,10,0,1,20,15,20
IndiGo,Kolkata,Banglore,0,4174,4,2019,4,40,7,15,2,35
Air Asia,Delhi,Cochin,1,6152,6,2019,7,55,22,25,14,30
Air India,Delhi,Cochin,0,5201,6,2019,5,10,8,0,2,50
Jet Airways,Banglore,New Delhi,1,9134,3,2019,7,0,16,10,9,10
Air India,Kolkata,Banglore,2,13243,5,2019,7,0,1,20,18,20
Jet Airways,Delhi,Cochin,2,15129,5,2019,5,30,4,25,22,55
Jet Airways,Mumbai,Hyderabad,0,2759,5,2019,19,35,21,5,1,30
IndiGo,Banglore,Delhi,0,4423,5,2019,6,5,8,50,2,45
Vistara,Kolkata,Banglore,1,9187,5,2019,7,10,22,40,15,30
Multiple carriers,Delhi,Cochin,1,7740,5,2019,7,10,22,30,15,20
Jet Airways,Banglore,Delhi,0,6144,5,2019,19,50,22,50,3,0
Multiple carriers,Delhi,Cochin,1,10877,6,2019,4,55,12,35,7,40
IndiGo,Delhi,Cochin,1,6442,6,2019,11,55,22,30,10,35
IndiGo,Delhi,Cochin,1,7048,3,2019,4,45,15,30,10,45
Multiple carriers,Delhi,Cochin,1,5797,6,2019,15,15,1,30,10,15
Air India,Banglore,New Delhi,2,10573,3,2019,6,45,23,55,17,10
IndiGo,Delhi,Cochin,1,7503,5,2019,8,30,21,0,12,30
IndiGo,Delhi,Cochin,1,6104,6,2019,17,30,1,30,8,0
Jet Airways,Kolkata,Banglore,1,9663,5,2019,21,10,8,15,11,5
Jet Airways,Banglore,Delhi,0,5769,6,2019,11,10,14,5,2,55
Air India,Mumbai,Hyderabad,0,3100,6,2019,13,55,15,25,1,30
Jet Airways,Delhi,Cochin,1,12373,5,2019,17,30,4,25,10,55
SpiceJet,Kolkata,Banglore,0,3815,3,2019,9,0,11,30,2,30
Jet Airways,Delhi,Cochin,2,14300,6,2019,12,15,12,35,24,20
IndiGo,Banglore,Delhi,0,4823,6,2019,7,10,10,5,2,55
IndiGo,Mumbai,Hyderabad,0,2754,6,2019,19,5,20,35,1,30
Multiple carriers,Delhi,Cochin,1,9736,6,2019,6,0,19,15,13,15
Jet Airways,Banglore,New Delhi,1,7280,3,2019,9,45,14,25,4,40
Multiple carriers,Delhi,Cochin,1,7408,6,2019,8,0,21,0,13,0
Jet Airways,Kolkata,Banglore,1,13044,6,2019,20,0,12,0,16,0
Air India,Kolkata,Banglore,2,12723,5,2019,5,50,23,15,17,25
Jet Airways,Kolkata,Banglore,1,8586,5,2019,16,30,4,40,12,10
IndiGo,Delhi,Cochin,1,6316,6,2019,16,0,1,30,9,30
Jet Airways,Delhi,Cochin,1,15554,5,2019,9,0,19,0,10,0
SpiceJet,Mumbai,Hyderabad,0,2385,3,2019,13,10,14,30,1,20
Multiple carriers,Delhi,Cochin,1,13587,6,2019,13,0,21,0,8,0
IndiGo,Delhi,Cochin,1,13790,3,2019,2,35,8,30,5,55
Air India,Delhi,Cochin,2,10975,5,2019,9,45,9,25,23,40
Jet Airways,Kolkata,Banglore,1,14388,5,2019,8,25,9,20,24,55
Multiple carriers,Delhi,Cochin,1,7198,6,2019,18,0,1,30,7,30
Jet Airways,Delhi,Cochin,2,13029,5,2019,9,40,12,35,26,55
Multiple carriers,Delhi,Cochin,1,12717,5,2019,7,5,19,15,12,10
IndiGo,Delhi,Cochin,1,14871,3,2019,6,40,13,20,6,40
Jet Airways,Kolkata,Banglore,2,10118,6,2019,6,30,20,50,14,20
Jet Airways,Delhi,Cochin,1,10262,6,2019,22,50,4,25,5,35
Jet Airways,Mumbai,Hyderabad,0,2071,3,2019,2,55,4,25,1,30
Air India,Banglore,Delhi,0,5228,4,2019,21,5,23,55,2,50
Jet Airways,Banglore,New Delhi,1,7832,3,2019,16,55,11,25,18,30
Multiple carriers,Delhi,Cochin,1,7005,6,2019,11,40,21,0,9,20
Jet Airways,Delhi,Cochin,2,14237,6,2019,18,25,12,35,18,10
SpiceJet,Banglore,Delhi,0,3971,4,2019,21,10,0,5,2,55
IndiGo,Banglore,Delhi,0,3943,6,2019,22,10,1,0,2,50
IndiGo,Delhi,Cochin,1,8574,3,2019,6,40,15,30,8,50
Air India,Delhi,Cochin,2,12646,6,2019,5,55,19,15,13,20
Jet Airways,Delhi,Cochin,2,13082,3,2019,13,0,18,50,29,50
Jet Airways,Kolkata,Banglore,1,13941,5,2019,8,25,8,15,23,50
GoAir,Delhi,Cochin,1,5135,4,2019,7,0,12,55,5,55
Air India,Kolkata,Banglore,1,11096,5,2019,10,0,20,25,10,25
Jet Airways,Banglore,New Delhi,1,13555,3,2019,22,50,9,30,10,40
Vistara,Banglore,Delhi,0,5403,4,2019,9,45,12,35,2,50
Jet Airways,Delhi,Cochin,2,15812,6,2019,11,40,19,0,7,20
Jet Airways,Kolkata,Banglore,1,14781,5,2019,20,0,8,15,12,15
Air India,Delhi,Cochin,1,8907,6,2019,13,30,23,0,9,30
Air India,Kolkata,Banglore,0,4145,5,2019,20,45,23,20,2,35
Jet Airways,Kolkata,Banglore,1,14151,6,2019,20,25,9,45,13,20
Multiple carriers,Delhi,Cochin,1,7845,3,2019,6,0,15,30,9,30
Multiple carriers,Delhi,Cochin,1,8099,5,2019,9,15,19,15,10,0
Multiple carriers,Delhi,Cochin,1,13377,5,2019,15,0,1,30,10,30
Air India,Banglore,New Delhi,2,12734,3,2019,6,50,11,20,28,30
Jet Airways,Delhi,Cochin,1,10262,6,2019,22,50,4,25,5,35
Jet Airways,Banglore,Delhi,0,7229,5,2019,18,55,22,0,3,5
Vistara,Mumbai,Hyderabad,1,12395,3,2019,8,45,9,25,24,40
Jet Airways,Kolkata,Banglore,1,11134,3,2019,19,45,9,15,13,30
Jet Airways,Delhi,Cochin,1,6540,3,2019,13,0,18,50,5,50
Multiple carriers,Delhi,Cochin,1,7354,6,2019,6,40,19,15,12,35
Air India,Delhi,Cochin,2,9548,6,2019,12,0,7,40,19,40
Vistara,Kolkata,Banglore,1,9187,5,2019,7,10,10,45,27,35
IndiGo,Delhi,Cochin,1,5054,5,2019,7,35,12,10,4,35
Air India,Kolkata,Banglore,1,10413,6,2019,10,0,20,25,10,25
IndiGo,Kolkata,Banglore,0,4804,5,2019,21,25,0,5,2,40
IndiGo,Mumbai,Hyderabad,0,4049,6,2019,6,25,7,55,1,30
Multiple carriers,Delhi,Cochin,1,6795,6,2019,19,0,1,30,6,30
Air India,Kolkata,Banglore,0,4435,3,2019,20,45,23,20,2,35
Jet Airways,Kolkata,Banglore,1,6224,6,2019,16,30,4,40,12,10
IndiGo,Kolkata,Banglore,0,4804,6,2019,20,20,22,55,2,35
IndiGo,Delhi,Cochin,1,6171,4,2019,5,5,16,10,11,5
IndiGo,Delhi,Cochin,1,6093,6,2019,11,25,21,0,9,35
IndiGo,Kolkata,Banglore,0,4174,4,2019,17,15,19,50,2,35
IndiGo,Mumbai,Hyderabad,0,3342,5,2019,2,35,4,5,1,30
Multiple carriers,Delhi,Cochin,1,13587,6,2019,10,0,21,0,11,0
Jet Airways,Delhi,Cochin,1,16079,5,2019,21,50,4,25,6,35
IndiGo,Delhi,Cochin,0,6015,4,2019,5,35,8,50,3,15
Jet Airways,Kolkata,Banglore,1,13067,5,2019,17,0,19,10,26,10
Multiple carriers,Delhi,Cochin,1,9103,5,2019,4,55,12,35,7,40
Jet Airways,Kolkata,Banglore,1,14151,5,2019,20,25,23,35,27,10
Jet Airways,Delhi,Cochin,2,11538,3,2019,6,20,18,50,12,30
IndiGo,Delhi,Cochin,2,8146,3,2019,8,35,21,20,12,45
Air India,Kolkata,Banglore,1,6117,5,2019,19,0,4,40,9,40
Jet Airways,Delhi,Cochin,1,17024,3,2019,2,15,4,25,26,10
Jet Airways,Banglore,New Delhi,1,22270,3,2019,14,5,7,40,17,35
Jet Airways,Kolkata,Banglore,1,12692,6,2019,20,25,21,5,24,40
Vistara,Kolkata,Banglore,1,8610,6,2019,7,10,20,20,13,10
Multiple carriers,Delhi,Cochin,1,6723,6,2019,7,10,22,30,15,20
Vistara,Banglore,Delhi,0,4878,5,2019,17,0,19,35,2,35
Jet Airways,Banglore,New Delhi,1,16736,3,2019,20,35,7,40,11,5
Jet Airways,Kolkata,Banglore,1,11134,3,2019,13,55,9,15,19,20
IndiGo,Banglore,Delhi,0,3943,5,2019,4,0,6,50,2,50
Multiple carriers,Delhi,Cochin,1,13587,6,2019,9,0,21,0,12,0
Jet Airways,Delhi,Cochin,2,16914,3,2019,5,25,4,25,23,0
SpiceJet,Mumbai,Hyderabad,0,1965,5,2019,22,45,0,15,1,30
Multiple carriers,Delhi,Cochin,1,8073,5,2019,13,0,21,0,8,0
IndiGo,Banglore,Delhi,0,3943,6,2019,13,0,15,50,2,50
IndiGo,Kolkata,Banglore,1,5170,5,2019,15,15,20,5,4,50
GoAir,Banglore,Delhi,0,3398,5,2019,11,40,14,30,2,50
Air Asia,Kolkata,Banglore,0,4409,4,2019,10,20,12,55,2,35
Jet Airways,Banglore,Delhi,0,8541,6,2019,17,45,20,45,3,0
IndiGo,Banglore,New Delhi,0,4777,3,2019,4,0,6,50,2,50
SpiceJet,Kolkata,Banglore,0,3847,3,2019,22,20,0,40,2,20
Jet Airways,Kolkata,Banglore,1,7064,4,2019,18,55,12,0,17,5
Vistara,Banglore,Delhi,0,4668,5,2019,21,0,23,50,2,50
SpiceJet,Mumbai,Hyderabad,0,1965,3,2019,22,45,0,10,1,25
Jet Airways,Kolkata,Banglore,1,14781,5,2019,6,30,16,20,9,50
